author	title	genre	acts	prose_vers	prologue	musique_danse_machine	date_de_creation
Corneille (Thomas)	Bradamante	tragédie	5	vers	f	f	1695-11-18
Corneille (Thomas)	Camma, reine de Galatie	tragédie	5	vers	f	f	
Corneille (Thomas)	Comte d'Essex (Le)	tragédie	5	vers	f	f	
Corneille (Thomas)	Comtesse d'Orgueil (La)	comédie	5	vers	f	f	
Corneille (Thomas)	Comtesse d'Orgueil (La) ou Le Marquis de Lorgnac	comédie	5	vers	f	f	
Corneille (Thomas)	Don Bertrand de Cigarral	comédie	5	vers	f	t	
Corneille (Thomas)	Don César d'Avalos	comédie	5	vers	f	f	1674-12-21
Corneille (Thomas)	Geôlier de soi-même ou Jodelet prince (Le)	comédie	5	vers	f	f	
Corneille (Thomas)	Inconnu (L')	comédie	5	vers	t	t	
Corneille (Thomas)	L'inconnu	comédie	5	vers	t	f	
Corneille (Thomas)	Stilicon	tragédie	5	vers	f	f	
Corneille (Thomas) ; Donneau de Visé (Jean)	Pierre Philosophale (La)	comédie	5	""	f	t	1681-02-23
Corneille (Thomas) ; Donneau de Vizé (Jean)	Dames vengées ou la Dupe de soi-même (Les)	comédie	5	prose	f	f	1695-02-22
Corneille (Thomas) ; Donneau de Vizé (Jean)	Devineresse ou les Faux enchantements  (La)	comédie	5	prose	f	t	
Corneille (Thomas) ; Donneau de Vizé (Jean)	Usurier (L')	comédie	5	vers	f	f	1685-02-13
Corneille (Thomas), Donneau de Visé (Jean)	Inconnu (L')	comédie	5	vers	t	t	1675-11-17
Crébillon (Prosper Jolyot de)	Atrée et Thyeste	tragédie	5	vers	f	f	1707-03-14
Crébillon (Prosper Jolyot de)	Catilina	tragédie	5	vers	f	f	1748-12-20
Crébillon (Prosper Jolyot de)	Pyrrhus	tragédie	5	vers	f	f	1726-04-29
Crébillon (Prosper Jolyot de)	Rhadamiste et Zénobie	tragédie	5	vers	f	f	1711-01-23
Crébillon (Prosper Jolyot de)	Sémiramis	tragédie	5	vers	f	f	1717-04-10
Crébillon (Prosper Jolyot de)	Triumvirat ou la Mort de Cicéron (Le)	tragédie	5	vers	f	f	1754-12-23
Crébillon (Prosper Jolyot de)	Xerxès ou Xercès	tragédie	5	vers	f	f	1714-02-07
Crébillon (Prosper Jolyot de)	Électre	tragédie	5	vers	f	f	1708-12-14
Crébillon père (Prosper Jolyot de Crébillon dit)	Idoménée	tragédie	5	vers	f	f	1705-12-29
Cubières-Palmézeaux (Michel de)	Jeune épouse (La)	comédie	3	vers	f	f	
Cubières-Palmézeaux (Michel de)	Mort de Molière (La)	pièce historique	3	vers	f	f	1789-11-19
Cérou (Pierre)	Père désabusé (Le)	comédie	1	prose	f	f	1758-07-10
Dampierre de la Salle	Bienfait rendu ou le Négociant (Le)	comédie	5	vers	f	f	1763-04-18
Danchet (Antoine)	Cyrus	tragédie	5	vers	f	f	1706-02-23
Danchet (Antoine)	Héraclides (Les)	tragédie	5	vers	f	f	1719-12-29
Danchet (Antoine)	Nitétis	tragédie	5	vers	f	f	1723-02-11
Danchet (Antoine)	Tyndarides (Les)	tragédie	5	vers	f	f	1707-12-16
Dancourt (Florent Carton dit)	Agioteurs (Les)	comédie	3	prose	f	f	1710-09-26
Dancourt (Florent Carton dit)	Angélique et Médor	comédie	1	prose	f	t	1685-08-01
Dancourt (Florent Carton dit)	Baguette (La)	comédie	1	prose	f	t	1693-04-04
Dancourt (Florent Carton dit)	Belle-mère (La)	comédie	5	vers	f	f	1725-04-21
Dancourt (Florent Carton dit)	Bourgeoises à la mode (Les)	comédie	5	prose	f	f	1692-11-15
Dancourt (Florent Carton dit)	Carnaval de Venise (Le)	comédie héroïque	5	""	f	f	1690-12-29
Dancourt (Florent Carton dit)	Charivari (Le)	comédie	1	prose	f	t	1697-09-19
Dancourt (Florent Carton dit)	Chevalier à la mode (Le)	comédie	5	prose	f	f	
Dancourt (Florent Carton dit)	Chevalier à la mode (Le)	comédie	5	prose	f	f	1687-10-24
Dancourt (Florent Carton dit)	Colin-Maillard	comédie	1	prose	f	t	1701-10-28
Dancourt (Florent Carton dit)	Comédie des comédiens ou l'Amour charlatan (La)	comédie	3	prose	f	t	1710-08-05
Dancourt (Florent Carton dit)	Curieux de Compiègne (Les) ou Les Camps de Compiègne	comédie	1	prose	f	t	1698-10-24
Dancourt (Florent Carton dit)	Céphale et Procris	comédie	3	vers	t	t	1711-10-27
Dancourt (Florent Carton dit)	Dame à la mode ou la Suite de la coquette (La)	comédie	5	vers	f	f	1689-01-03
Dancourt (Florent Carton dit)	Diable boiteux (Le)	comédie	1	prose	t	t	1707-10-01
Dancourt (Florent Carton dit)	Dieux comédiens ou la Métempsycose des amours (Les)	comédie	3	vers	t	t	1717-12-17
Dancourt (Florent Carton dit)	Désolation des joueuses (La) ou Joueuses (Les)	comédie	1	prose	f	f	
Dancourt (Florent Carton dit)	Eaux de Bourbon (Les)	comédie	1	prose	f	t	1696-10-04
Dancourt (Florent Carton dit)	Enfants de Paris (Les) ou Famille à la mode (La) ou Finette	comédie	5	vers	f	f	1699-12-18
Dancourt (Florent Carton dit)	Femme d'intrigues (La)	comédie	5	prose	f	f	1692-01-30
Dancourt (Florent Carton dit)	Foire Saint-Germain (La)	comédie	1	prose	f	t	1696-01-19
Dancourt (Florent Carton dit)	Foire de Bezons (La)	comédie	1	prose	f	t	1695-08-13
Dancourt (Florent Carton dit)	Folle enchère (La)	comédie	1	prose	f	f	1690-05-30
Dancourt (Florent Carton dit)	Fées (Les)	comédie	3	prose et vers libres	t	t	1699-10-29
Dancourt (Florent Carton dit)	Fête de village ou les Bourgeoises de qualité (La)	comédie	3	prose	f	t	1700-07-13
Dancourt (Florent Carton dit)	Fêtes du cours (Les)	comédie	1	prose	t	t	1714-09-05
Dancourt (Florent Carton dit)	Galant jardinier (Le)	comédie	1	prose	f	t	1704-10-22
Dancourt (Florent Carton dit)	Gazette de Hollande (La) ou Gazette (La)	comédie	1	prose	f	f	1692-05-14
Dancourt (Florent Carton dit)	Guinguette de la finance (La)	comédie	1	prose	f	t	1716-05-19
Dancourt (Florent Carton dit)	Impromptu de Suresnes (L')	comédie-ballet	1	prose	t	t	1713-05-24
Dancourt (Florent Carton dit)	Impromptu de garnison (L')	comédie	1	prose	f	f	1692-07-26
Dancourt (Florent Carton dit)	Loterie (La)	comédie	1	prose	f	f	1697-07-10
Dancourt (Florent Carton dit)	Madame Artus	comédie	5	vers	f	f	1708-05-08
Dancourt (Florent Carton dit)	Maison de campagne (La)	comédie	1	prose	f	f	1688-08-27
Dancourt (Florent Carton dit)	Mari retrouvé (Le)	comédie	1	prose	f	t	1698-10-29
Dancourt (Florent Carton dit)	Merlin déserteur	comédie	1	prose	f	f	1690-08-02
Dancourt (Florent Carton dit)	Merlin la Chaconne	comédie	3		f	t	
Dancourt (Florent Carton dit)	Mort d'Alcide (La)	tragédie	5	vers	f	f	1704-10-17
Dancourt (Florent Carton dit)	Moulin de Javelle (Le)	comédie	1	prose	f	t	1696-07-07
Dancourt (Florent Carton dit)	Notaire obligeant (Le)	comédie	3	prose	f	f	1685-06-08
Dancourt (Florent Carton dit)	Opéra de village (L')	comédie	1	prose	f	t	1692-06-20
Dancourt (Florent Carton dit)	Opérateur Barry (L')	comédie	1	prose	t	t	1702-10-11
Dancourt (Florent Carton dit)	Parisienne (La)	comédie	1	prose	f	f	1691-06-13
Dancourt (Florent Carton dit)	Prix de l'arquebuse (Le)	comédie	1	prose	f	t	1717-10-01
Dancourt (Florent Carton dit)	Renaud et Armide	comédie	1	prose	f	t	
Dancourt (Florent Carton dit)	Retour des officiers (Le)	comédie	1	prose	f	t	1697-10-19
Dancourt (Florent Carton dit)	Sancho Pança gouverneur	comédie	5	vers	f	t	1712-11-15
Dancourt (Florent Carton dit)	"Second chapitre du ""Diable boiteux"" (Le)"	comédie	2	prose	t	t	1707-10-20
Dancourt (Florent Carton dit)	Trahison punie (La)	comédie	5	vers	f	f	1707-11-28
Dancourt (Florent Carton dit)	Trois cousines (Les)	comédie	3	prose	t	t	1700-10-18
Dancourt (Florent Carton dit)	Trois cousines (Les)	comédie	3	prose	t	t	1700-10-18
Dancourt (Florent Carton dit)	Tuteur amoureux (Le) ou Le Tuteur	comédie	1	prose	f	f	
Dancourt (Florent Carton dit)	Tuteur amoureux (Le) ou Le Tuteur	comédie	1	prose	f	f	1695-07-13
Dancourt (Florent Carton dit)	Vacances (Les)	comédie	1	prose	f	t	1696-10-31
Dancourt (Florent Carton dit)	Vendanges (Les)	comédie	1	prose	f	t	1694-09-30
Dancourt (Florent Carton dit)	Vendanges de Suresnes (Les)	comédie	1	prose	f	t	1695-10-15
Dancourt (Florent Carton dit)	Vert galant (Le)	comédie	1	prose	f	t	1714-10-24
Dancourt (Florent Carton dit)	Éclipse (L')	comédie	1	prose	f	t	1724-06-08
Dancourt (Florent Carton dit)	Été des coquettes (L')	comédie	1	prose	f	f	
Dancourt (Florent Carton dit)	Été des coquettes (L')	comédie	1	prose	f	t	1690-07-12
Dancourt (Louis Hurtaut)	Deux amis (Les)	comédie bouffonne	3	prose	f	f	1762-08-09
Delorme (Madame, pseudonyme de Marc-Antoine Legrand)	Rupture ou le Malentendu (La)	comédie	1	vers	f	f	1776-11-23
Demoustier (Charles-Albert)	Conciliateur ou l'Homme aimable (Le)	comédie	5	vers	f	f	1791-09-19
Demoustier (Charles-Albert)	Les Femmes	comédie	4	vers	f	f	1793-04-19
Denon (Dominique-Vivant)	Julie ou le Bon père	comédie	3	prose	f	f	1769-06-14
Dercy (P.)	Adèle de Crécy	drame	4	vers	f	f	1793-05-03
Desaudras	Minuit ou le Moment propice	comédie	1	prose	f	f	1791-12-31
Deschamps (François-Michel-Chrétien)	Antiochus et Cléopâtre	tragédie	5	vers	f	f	1717-10-29
Deschamps (François-Michel-Chrétien)	Artaxerce	tragédie	5	vers	f	f	1735-12-19
Deschamps (François-Michel-Chrétien)	Caton d'Utique	tragédie	5	vers	f	f	1715-01-25
Deschamps (François-Michel-Chrétien)	Médus	tragédie	5	vers	f	f	
Desfontaines (François-Georges)	Bergère des Alpes (La)	comédie	1	vers libre	f	f	1765-12-15
Desfontaines (François-Georges)	Fête de village (La)	intermède	1	musique	f	t	
Desfontaines (François-Georges)	Réduction de Paris (La)	pièce héroïque	3	prose	f	f	1780-11-25
Desfontaines (François-Georges)	Tombeau de Desilles (Le)	pièce	1	prose	f	f	1790-12-03
Desforges	Rival secrétaire (Le)	comédie	1	vers	t	f	1737-11-12
Desforges (Pierre-Jean-Baptiste Choudard)	Marins ou le Médiateur maladroit (Les)	comédie	5	vers	f	f	1783-07-30
Desmahis (Joseph-François-Edouard de Corsembleu)	Impertinent (L') ou Le Billet perdu	comédie	1	vers libres	f	f	1750-08-31
Desmarets de Saint-Sorlin (Jean)	Visionnaires (Les)	comédie	5	vers	f	f	
Desmarres	Dragonne ou Merlin dragon (La)	comédie	1	prose	f	t	
Destouches	Ambitieux et l'indiscrète (L')	tragi-comédie	5	vers	t	f	1737-06-14
Destouches	Amour usé (L')	comédie	5	prose	f	f	1741-09-20
Destouches	Curieux impertinent (Le)	comédie	5	vers	f	f	1710-11-17
Destouches	Dissipateur ou l'Honnête friponne (Le)	comédie	5	vers	f	f	1753-03-23
Destouches	Fausse Agnès ou le Poète campagnard (La)	comédie	3	prose	f	f	1759-03-10
Destouches	Force du naturel (La)	comédie	5	vers	f	f	1750-02-11
Destouches	Glorieux (Le)	comédie	5	vers	f	f	1732-01-18
Destouches	Homme singulier (L')	comédie	5	vers	f	f	1764-10-29
Destouches	Ingrat (L')	comédie	5	vers	f	f	1712-01-28
Destouches	Irrésolu (L')	comédie	5	vers	f	f	1713-01-05
Destouches	Médisant (Le)	comédie	5	vers	f	f	1715-02-20
Destouches	Obstacle imprévu ou l'Obstacle sans obstacle (L')	comédie	5	prose	f	f	1717-10-18
Destouches	Tambour nocturne ou le Mari devin (Le)	comédie	5	prose	f	f	1762-10-16
Destouches	Triple mariage (Le)	comédie	1	prose	f	t	1716-07-07
Destouches	Triple mariage (Le)	comédie	1	prose	f	t	1716-07-07
Destouches (Philippe Néricault dit)	Envieux ou la Critique du Philosophe marié (L')	comédie	1	prose	f	f	1727-05-03
Destouches (Philippe Néricault dit)	Fausse veuve ou le Jaloux sans jalousie (La)	comédie	1	prose	f	f	1715-07-20
Destouches (Philippe Néricault dit)	Philosophe marié ou le Mari honteux de l'être (Le)	comédie	5	vers	f	f	
Destouches (Philippe Néricault dit)	Philosophes amoureux (Les)	comédie	5	vers	f	f	1729-11-26
Destouches, Philippe Néricault	 Belle orgueilleuse (La) ou Enfant gâté (L')	comédie	1	prose	f	f	1741-08-17
Devaux (François-Antoine)	Engagements indiscrets (Les)	comédie	1	prose	f	f	1752-10-26
Dezède (Nicolas)	Paulin et Clairette ou les Deux espiègles	comédie-opéra	2	prose	f	t	1792-01-05
Dezède (Nicolas)	Trois noces (Les)	comédie champêtre	1	prose	f	t	1790-02-23
Diderot (Denis)	Fils naturel ou les Épreuves de la vertu (Le)	drame	5	prose	t	f	1771-09-26
Diderot (Denis)	Père de famille (Le)	comédie - drame	5	prose	f	f	1761-02-18
Doigny du Ponceau	Antigone ou la Piété fraternelle	tragédie	5	vers	f	f	1787-07-31
Doigny du Ponceau	Virginie ou la Destruction des Décemvirs	tragédie	3	vers	f	f	1791-08-31
Donneau de Vizé (Jean)	Amours de Vénus et d'Adonis (Les)	tragédie	5	vers	t	t	
Donneau de Vizé (Jean)	Aventurière (L')	comédie	5	vers	f	f	1696-01-02
Donneau de Vizé (Jean)	Mariage de Bacchus et d'Ariane (Le)	comédie héroïque	3	vers	t	t	
Donneau de Vizé (Jean)	Vieillard couru ou les Différents caractères des femmes (Le) ou mary couru (Le) 	comédie	5	prose	f	f	1696-03-24
Dorat (Claude-Joseph)	Adélaïde de Hongrie	tragédie	5	vers	f	f	1774-08-13
Dorat (Claude-Joseph)	Chevalier français à Londres (Le)	comédie	3	vers	f	f	1778-11-21
Dorat (Claude-Joseph)	Chevalier français à Turin (Le)	comédie	3	vers	f	f	1778-11-21
Dorat (Claude-Joseph)	Célibataire (Le)	comédie	5	vers libres	f	f	1775-09-20
Dorat (Claude-Joseph)	Feinte par amour (La)	comédie	3	vers	f	f	1773-07-31
Dorat (Claude-Joseph)	Malheureux imaginaire (Le)	comédie	5	vers	f	f	
Dorat (Claude-Joseph)	Pierre le Grand	tragédie	5	vers	f	f	1779-12-01
Dorat (Claude-Joseph)	Roséïde ou l'Intrigant	comédie	5	vers	f	f	1779-10-02
Dorat (Claude-Joseph)	Régulus	tragédie	3	vers	f	f	1773-07-31
Dorat (Claude-Joseph)	Théagène ou Théagène et Cariclée	tragédie	5	vers	f	f	1763-03-02
Dorat (Claude-Joseph)	Zulica	tragédie	5	vers	f	f	1760-01-07
Dorvigny	Noces hussardes (Les) ou Les Noces houzardes	comédie	4	prose	f	f	1780-01-30
Dorvigny	Étrennes de l'amitié, de l'amour et de la nature (Les)	comédie	1	vers	f	f	1780-01-01
Du Bocage (Anne-Marie)	Amazones (Les)	tragédie	5	vers	f	f	1749-07-24
Du Fresny (Charles)	Amant masqué (L')	comédie	1	prose	f	t	1709-08-08
Du Fresny (Charles)	Attendez-moi sous l’orme	comédie	1	prose	f	t	1694-05-19
Du Fresny (Charles)	Bailli marquis (Le)	comédie	1	prose	f	t	1703-02-24
Du Fresny (Charles)	Chevalier joueur (Le)	comédie	5	prose	f	f	1697-02-27
Du Fresny (Charles)	Coquette de village ou le lot supposé (La)	comédie	3	vers	f	f	1715-05-27
Du Fresny (Charles)	Double veuvage (Le)	comédie	3	prose	t	t	1702-03-08
Du Fresny (Charles)	Dédit (Le)	comédie	1	vers	f	f	1719-05-12
Du Fresny (Charles)	Esprit de contradiction (L')	comédie	1	prose	f	f	1700-08-27
Du Fresny (Charles)	Esprit de contradiction (L')	comédie	1	prose	f	f	1700-08-27
Du Fresny (Charles)	Faux honnête homme (Le)	comédie	3	prose	f	f	1703-02-24
Du Fresny (Charles)	Faux instinct (Le)	comédie	3	prose	f	t	1707-08-02
Du Fresny (Charles)	Faux sincère (Le)	comédie	5	vers	f	f	1731-06-16
Du Fresny (Charles)	Jaloux honteux de l'être (Le)	comédie	5	prose	f	f	1708-03-06
Du Fresny (Charles)	Joueuse (La)	comédie	5	prose	f	t	1709-10-22
Du Fresny (Charles)	Malade sans maladie (La)	comédie	5	prose	f	f	1699-11-27
Du Fresny (Charles)	Mariage fait et rompu (Le)	comédie	3	vers	f	f	1721-02-14
Du Fresny (Charles)	Noce interrompue (La)	comédie	1	prose	f	t	1699-08-19
Du Fresny (Charles)	Négligent (Le)	comédie	3	prose	t	t	1692-02-27
Du Fresny (Charles)	Réconciliation normande (La)	comédie	5	vers	f	f	1719-03-01
Du Fresny (Charles)	Sancho Pança	comédie	3	prose	f	t	1694-01-27
Du Roullet (François-Louis Gand Le Bland, bailli)	Effets du caractère (Les)	comédie	5	vers	f	f	1752-02-03
Du Ryer (Pierre)	Scévole	tragédie	5	vers	f	f	
Du Ryer (Pierre)	Scévole	tragédie	5	vers	f	f	
Dubois de Rochefort (Guillaume)	Deux frères (Les)	comédie	5	vers	f	f	
Dubois-Fontanelle (Joseph-Gaspard)	Loredan	drame	4	vers	f	f	1776-02-17
Dubois-Fontanelle (Joseph-Gaspard)	Éricie ou la Vestale	tragédie	3	vers	f	f	1789-08-19
Dubuisson (Pierre-Ulric)	Albert et Émilie	tragédie	5	vers	f	f	1785-04-30
Dubuisson (Pierre-Ulric)	Nadir ou Thamas-Kouli-Kan	tragédie	5	vers	f	f	1780-08-31
Dubuisson (Pierre-Ulric)	Scanderberg	tragédie	5	vers	f	f	1786-05-09
Dubuisson (Pierre-Ulric)	Vieux garçon (Le)	comédie	5	vers	f	f	1782-12-16
Duché de Vancy (Joseph-François)	Absalon	tragédie	5	vers	f	f	1712-04-07
Duché de Vancy (Joseph-François)	Jonathas	tragédie	3	vers	f	f	1714-02-26
Ducis (Jean-François)	Amélise	tragédie	5	vers	f	f	1768-01-09
Ducis (Jean-François)	Hamlet	tragédie	5	vers	f	f	1769-09-30
Ducis (Jean-François)	Macbeth	tragédie	5	vers	f	f	1784-01-12
Ducis (Jean-François)	Roi Lear (Le)	tragédie	5	vers	f	f	
Ducis (Jean-François)	Roméo et Juliette	tragédie	5	vers	f	f	1772-07-27
Ducis (Jean-François)	Œdipe chez Admète	tragédie	5	vers	f	f	
Dudoyer de Gastels (Gérard)	Adélaïde ou l'Antipathie pour l'amour	comédie	2	vers décasyllabes	f	f	1780-07-10
Dudoyer de Gastels (Gérard)	Laurette	comédie	2	vers	f	f	1768-09-14
Dudoyer de Gastels (Gérard)	Vindicatif (Le)	drame	5	vers libres	f	f	1774-07-02
Dufaut	Indécis (L')	comédie	5	vers	f	f	1759-08-02
Dufrénoy (Adélaïde-Gillette Billet)	Amour exilé des cieux (L')	pièce allégorique	1	vers	f	t	1788-11-18
Dupuy	Varron	comédie	5	vers	f	f	1687-11-14
Durosoy (Barnabé Farmian)	Richard III	tragédie	5	vers	f	f	1781-07-06
Dussieux (Louis)	Héros français ou le Siège de Saint-Jean-de-Lone (Les)	drame héroïque	4	prose	f	f	1780-08-21
Fabre d'Églantine (Philippe-François-Nazaire)	Augusta	tragédie	5	vers	f	f	1787-10-08
Fabre d'Églantine (Philippe-François-Nazaire)	Philinte de Molière ou la Suite du Misanthrope (Le)	comédie	5	vers	f	f	1790-02-22
Fabre d'Églantine (Philippe-François-Nazaire)	Présomptueux ou l'Heureux imaginaire (Le)	comédie	5	vers	f	f	1789-01-07
Fagan (Barthélemy-Christophe)	Amitié rivale (L')	comédie	5	vers	f	f	1735-11-16
Fagan (Barthélemy-Christophe)	Caractères de Thalie (Les)	comédie	3	prose / vers	t	t	1737-07-18
Fagan (Barthélemy-Christophe)	Grondeuse (La)	comédie	1	prose	f	t	1734-02-11
Fagan (Barthélemy-Christophe)	Heureux retour (L')	comédie	1	vers	f	t	1744-11-06
Fagan (Barthélemy-Christophe)	Inquiet (L')	comédie	1	vers	f	f	
Fagan (Barthélemy-Christophe)	Joconde	comédie	1	prose	f	t	1740-11-05
Fagan (Barthélemy-Christophe)	Lucas et Perrette	comédie	1	prose	f	t	1734-11-17
Fagan (Barthélemy-Christophe)	Marié sans le savoir (Le)	comédie	1	prose	f	f	1740-01-08
Fagan (Barthélemy-Christophe)	Originaux (Les) - Troisième partie des Caractères de Thalie	comédie	1	prose	f	t	
Fagan (Barthélemy-Christophe)	Pupille (La)	comédie	1	prose	f	t	1734-07-05
Fagan (Barthélemy-Christophe)	Pupille (La)	comédie	1	prose	f	t	1734-07-05
Fagan (Barthélemy-Christophe)	Rendez-vous ou l'Amour supposé (Le)	comédie	1	vers	f	f	1733-05-27
Fagan (Barthélemy-Christophe)	Étourderie (L')	comédie	1	prose	f	f	
Falconnet (Françoise-Cécile)	Amour à Tempé (L')	pastorale	2	prose	f	t	1773-07-03
Falconnet (Françoise-Cécile) ; Rozet (Madame)	Heureuse rencontre (L')	comédie	1	prose	f	f	1771-03-07
Fallet (Nicolas)	Alphée et Zarine	tragédie	5	vers	f	f	1788-06-19
Fallet (Nicolas)	Tibère et Sérénus	tragédie	5	vers	f	f	1782-08-23
Favart (Charles-Simon)	Anglais à Bordeaux (L')	comédie	1	vers libres	f	f	1763-03-14
Fenouillot de Falbaire (Charles-Georges)	Honnête criminel ou l'Amour filial (L')	drame	5	vers	f	f	1790-01-04
Fenouillot de Falbaire de Quingey (Charles-Georges)	Fabricant de Londres (Le)	drame	5	prose	f	f	1771-01-12
Fenouillot de Falbaire de Quingey (Charles-Georges)	École des moeurs ou les Suites du libertinage (L')	drame	5	vers	f	f	1776-05-13
Ferrier de la Martinière (Louis)	Montézume dernier roi du Mexique	tragédie	5	vers	f	f	1702-02-14
Florent Carton dit Dancourt	Le Siège de Calais	comédie					
Fontenelle (Bernard le Bouvier de)	Aspar	tragédie	5	vers	f	f	1680-12-27
Fontenelle (Bernard le Bouvier de)	Comète (La)	comédie	1	prose	f	t	1701-01-29
Forgeot (Nicolas-Julien)	Ressemblance (La)	comédie	3	vers	f	f	1788-01-18
Forgeot (Nicolas-Julien)	Rivaux amis (Les)	comédie	1	vers	f	f	1782-11-13
Forgeot (Nicolas-Julien)	Épreuves (Les)	comédie	1	vers	f	f	1785-01-29
Fournelle (Jean-Nicolas)	Aveugle par crédulité (L')	comédie	1	prose	f	f	1778-01-31
François de Neufchâteau (Nicolas)	Paméla ou la Vertu récompensée	comédie	5	vers	f	f	
François-Marie Arouet dit Voltaire	Sophonisbe	tragédie					
Fuzelier (Louis)	Amusements de l'automne ou les Temples d'Éphèse et de Gnide (Les)	comédie	4	prose	t	t	1725-10-17
Fuzelier (Louis)	Momus fabuliste ou les Noces de Vulcain ou Momus fabuliste ou le Mariage de Vénus et de Vulcain	comédie	1	prose et vers libres	f	t	1719-09-26
Fuzelier (Louis)	Procès des Sens (Le)	comédie	1	vers	f	f	1732-06-16
Gaultier	Basile et Quitterie	tragi-comédie	3	vers	t	t	1723-01-13
Genest (Charles-Claude)	Polymneste ou Polymnestre	tragédie	5	vers	f	f	1696-12-12
Genest (Charles-Claude)	Pénélope	tragédie	5	vers	f	f	
Genest (Charles-Claude)	Pénélope	tragédie	5	vers	f	f	1684-01-22
Genest (Charles-Claude)	Zélonide, princesse de Sparte	tragédie	5	vers	f	f	
Genest (Charles-Claude, abbé)	Joseph	tragédie	5	vers	f	f	1710-12-19
Genlis (Stéphanie-Félicité du Crest, comtesse de)	Jean-Jacques Rousseau dans l'île de Saint-Pierre	drame	5	prose	t	f	1791-12-15
Gilbert (Gabriel)	Amours de Diane et d'Endymion (Les) ou Endymion	tragédie	5	vers	t	t	1681-07-22
Gillet de La Tessonerie	Campagnard (Le)	comédie	5	vers	f	f	
Goldoni (Carlo)	Bourru bienfaisant (Le)	comédie	3	prose	f	f	1771-11-04
Gomez (Madeleine-Angélique de)	Cléarque, tyran d'Héraclée	tragédie	5	vers	f	f	1717-11-26
Gomez (Madeleine-Angélique de)	Habis	tragédie	5	vers	f	f	1714-04-17
Gomez (Madeleine-Angélique de)	Sémiramis	tragédie	5	vers	f	f	1716-02-01
Gouges (Olympe de)	Esclavage de nègres ou l'Heureux naufrage (L')	drame	3	prose	f	f	1789-12-28
Graffigny (Françoise de)	Cénie	drame	5	prose	f	f	1750-06-25
Graffigny (Françoise de)	Fille d'Aristide (La)	comédie	5	vers	f	f	1758-04-29
Grandval (Nicolas Racot de)	Camp de Porché-Fontaine (Le)	comédie	1	prose	f	t	1722-10-09
Grave (Jean Hyacinthe, vicomte de)	Varon	tragédie	5	vers	f	f	1751-12-20
Gresset (Jean-Baptiste-Louis)	Méchant (Le)	comédie	5	vers	f	f	1747-04-15
Gresset (Jean-Baptiste-Louis)	Sidney	comédie	3	vers	f	f	1745-05-03
Gresset (Jean-Baptiste-Louis)	Édouard III	tragédie	5	vers	f	f	1740-01-22
Grouvelle (Philippe-Antoine)	Épreuve délicate (L')	comédie	3	vers	f	f	1785-06-20
Gudin de La Brenellerie (Paul-Philippe)	Caïus Marcius Coriolan ou le Danger d'offenser un grand homme	tragédie	4	vers	f	f	1776-08-14
Guimond de La Touche (Claude)	Iphigénie en Tauride	tragédie	5	vers	f	f	1757-06-04
Guyot de Merville (Michel)	Achille dans l'île de Scyros	comédie héroïque	3	vers	f	f	1737-10-10
Guyot de Merville (Michel)	Consentement forcé (Le)	comédie	1	prose	f	t	1738-08-13
Guyot de Merville (Michel)	Médecin de l'esprit (Le)	comédie	1	prose	f	f	
Guyot de Merville (Michel)	Époux réunis ou la Veuve fille et femme (Les)	comédie	5	vers	f	f	1738-10-31
Guérin d'Estriché (Nicolas-Armand-Martial)	Myrtil et Mélicerte	pastorale héroïque	3	vers	t	t	1699-01-28
Guérin d'Estriché (Nicolas-Armand-Martial)	Psyché de village (La)	comédie	4	prose	t	t	1705-05-29
Harny de Guerville	Liberté conquise ou le Despotisme renversé (La)	drame patriotique	5	prose	f	f	1791-01-04
Hauteroche (Noël Lebreton, sieur de)	Bourgeoises de qualité (Les)	comédie	5	vers	f	f	1690-07-26
Hauteroche (Noël Lebreton, sieur de)	Cocher supposé (Le)	comédie	1	prose	f	f	
Hauteroche (Noël Lebreton, sieur de)	Cocher supposé (Le)	comédie	1	prose	f	f	1684-06-09
