author	title	genre	acts	prose_vers	prologue	musique_danse_machine	date_de_creation
Montfleury (Antoine Jacob dit)	Bon soldat (Le)	comédie	1	vers	f	t	1691-10-10
Montfleury (Antoine Jacob dit)	Dom Pasquin d'Avalos	intermède	1	vers	f	f	
Montfleury (Antoine Jacob dit)	Femme juge et partie (La), Femme juge (La) (titre alt.)	comédie	5	vers	f	f	
Montfleury (Antoine Jacob dit)	Fille capitaine (La)	comédie	5	vers	f	f	
Montfleury (Antoine Jacob dit)	Mari sans femme (Le)	comédie	5	vers	f	t	
Montfleury (Antoine Jacob dit)	Mariage de rien (Le)	comédie	1	vers	f	t	
Montfleury (Antoine Jacob dit)	Semblable à soi-même (Le)	comédie	1	vers	f	f	
Montfleury (Antoine Jacob, dit)	Comédien poète (Le)	comédie	5	vers	f	t	
Montfort	Mère ridicule (La)	comédie	1	""	f	f	1684-05-08
Morand (Pierre de)	Childéric	tragédie	5	vers	f	f	1736-12-19
Morand (Pierre de)	Mégare	tragédie	5	vers	f	f	1748-10-19
Morand (Pierre de)	Téglis	tragédie	5	vers	f	f	1735-09-19
Nadal (Augustin)	Mariamne	tragédie	5	vers	f	f	1725-02-15
Nadal (Augustin)	Saül	tragédie	5	vers	f	f	1705-02-27
Nadal (Augustin, abbé)	Antiochus ou Les Macchabées	tragédie	5	vers	f	f	1721-12-06
Nadal (Augustin, abbé)	Hérode	tragédie	5	vers	f	f	1709-02-15
Oisemont (d')	Laurette	comédie	3	vers libres	f	f	1779-08-02
Pacarony (chevalier de)	Bajazet premier	tragédie	5	vers	f	f	
Palaprat (Jean de)	Concert ridicule (Le) ou Concert (Le)	comédie	1	prose	f	t	1689-09-14
Palaprat (Jean de)	Grondeur (Le)	comédie	3	prose et vers libres	t	f	1691-02-03
Palaprat (Jean de, sieur de Bigot)	Ballet extravagant (Le)	comédie	1	prose	f	t	1690-06-21
Palaprat (Jean de, sieur de Bigot)	Hercule et Omphale	comédie	5	vers	f	f	1694-05-07
Palaprat (Jean de, sieur de Bigot)	Prude du temps (La) ou Saturnales (Les)	comédie	5	vers	f	f	1693-01-07
Palaprat (Jean de, sieur de Bigot)	Secret révélé (Le)	comédie	1	prose	f	f	1690-09-13
Palissot de Montenoy (Charles)	Courtisanes ou l'Écueil des mœurs (Les)	comédie	3	vers	f	f	1782-07-26
Palissot de Montenoy (Charles)	Méprises ou le Rival par ressemblance (Les)	comédie	5	vers	f	f	1762-06-07
Palissot de Montenoy (Charles)	Philosophes (Les )	comédie	3	vers	f	f	1760-05-02
Palissot de Montenoy (Charles)	Satirique ou l'Homme dangereux (Le)	comédie	3	vers	f	f	1782-05-10
Palissot de Montenoy (Charles)	Tuteurs (Les) ou Les Trois tuteurs	comédie	2	vers	f	f	1754-09-02
Palissot de Montenoy (Charles)	Zarès	tragédie	5	vers	f	f	1751-06-03
Parisau (Pierre-Germain)	Prix académique (Le)	comédie	1	vers	f	f	1787-08-31
Parmentier 	Bal de Passy (Le)	comédie	1	prose	f	f	1741-08-17
Patu (Claude-Pierre) ; Portelance (Michel)	Adieux du goût (Les)	comédie	1	vers libres	f	t	1754-02-13
Pellegrin (Simon-Joseph)	Artaxare	tragédie	5	vers	f	f	1718-05-03
Pellegrin (Simon-Joseph)	Divorce de l'amour et de la raison ou le Vieux monde (Le)	comédie	3	vers	t	t	1723-09-01
Pellegrin (Simon-Joseph)	Fausse inconstance (La)	comédie	3	vers	f	f	1732-09-15
Pellegrin (Simon-Joseph)	Mort d'Ulysse (La)	tragédie	5	vers	f	f	1706-12-29
Pellegrin (Simon-Joseph)	Nouveau monde (Le)	comédie	3	vers libres	t	t	1722-09-11
Pellegrin (Simon-Joseph)	Pastor-fido (Le)	pastorale héroïque	3	vers	t	f	1726-09-07
Pellegrin (Simon-Joseph)	Polydore	tragédie	5	vers	f	f	1705-11-06
Pellegrin (Simon-Joseph)	Père intéressé ou les Vrais amis (Le)	comédie	5	vers	f	f	1720-11-26
Pellegrin (Simon-Joseph)	Pélopée	tragédie	5	vers	f	f	1733-07-18
Pellegrin (Simon-Joseph)	Tibère	tragédie	5	vers	f	f	
Pellegrin (Simon-Joseph)	École de l'hymen (L')	comédie	3	prose/vers	t	t	1737-09-28
Pesselier (Charles-Étienne)	Ésope au Parnasse	comédie	1	vers	f	t	
Peyraud de Beaussol	Arsacides (Les)	tragédie	6	vers	f	f	1775-07-26
Picard (Louis-Benoît)	Conteur ou les Deux postes (Le)	comédie	3	prose	f	f	1793-02-04
Pierre Nicolas Brunet Debaines	Les Noms changés ou l'Indifférent corrigé	comédie					
Pieyre (Alexandre)	Amis à l'épreuve (Les)	comédie	1	vers croisés	f	f	1787-07-19
Pieyre (Alexandre)	École des pères (L')	comédie	5	vers	f	f	1787-06-01
Pilhes (Joseph)	Bienfait anonyme (Le)	comédie	3	prose	f	f	1783-10-06
Piron (Alexis)	Callisthène	tragédie	5	vers	f	f	1730-02-18
Piron (Alexis)	Courses de Tempé (Les)	pastorale	1	vers	f	t	1734-09-01
Piron (Alexis)	Fernand-Cortès	tragédie	5	vers	f	f	1744-01-08
Piron (Alexis)	Gustave Wasa	tragédie	5	vers	f	f	1733-02-03
Piron (Alexis)	Métromanie ou le Poète (La)	comédie	5	vers	f	f	1738-01-10
Piron (Alexis)	École des pères ou les Fils ingrats (L')	comédie	5	vers	f	f	1728-10-21
Poinsinet (Antoine-Alexandre-Henri)	Cercle ou la Soirée à la mode (Le)	comédie épisodique	1	prose	f	f	
Poinsinet (Antoine-Alexandre-Henri)	Impatient (L')	comédie	1	vers	f	f	1757-07-09
Poinsinet de Sivry (Louis)	Ajax	tragédie	5	vers	f	f	1762-08-30
Poinsinet de Sivry (Louis)	Briséis ou la colère d'Achille	tragédie	5	vers	f	f	1759-06-25
Poinsinet de Sivry (Louis)	Pygmalion	comédie	1	prose	f	f	1760-12-13
Poisson (Philippe)	Alcibiade	comédie	3	vers	f	f	1731-02-23
Poisson (Philippe)	Amour secret (L')	comédie	1	vers	f	f	1740-10-05
Poisson (Philippe)	Boîte de Pandore (La)	comédie	1	prose	f	f	1729-03-18
Poisson (Philippe)	Impromptu de campagne (L')	comédie	1	vers	f	f	1733-12-21
Poisson (Philippe)	Mariage fait par lettre de change (Le)	comédie	1	vers	f	t	1735-07-13
Poisson (Philippe)	Procureur arbitre (Le)	comédie	1	vers	f	f	1728-02-25
Poisson (Philippe)	Ruses d'Amour (Les)	comédie	3	vers	f	f	1736-04-30
Poisson (Philippe)	Réveil d'Épiménide (Le)	comédie	3	vers	t	f	1735-01-07
Poisson (Raymond)	Après-souper des auberges (L') / Les Auberges (titre alt.)	comédie	1	vers	f	t	
Poisson (Raymond)	Baron de la Crasse (Le)	comédie	1	vers	f	t	
Poisson (Raymond)	Fou de qualité (Le) ou Le Fou raisonnable	comédie	1	vers	f	t	
Poisson (Raymond)	Fous divertissants (Les)	comédie	3	vers	f	t	1680-11-14
Poisson (Raymond)	Pipeurs ou les Femmes coquettes (Les) ou Fructus Belli 	comédie	5	vers	f	f	
Pont-de-Veyle (Antoine de Fériol, comte de)	Complaisant (Le)	comédie	5	prose	f	t	1732-12-29
Pont-de-Veyle (Antoine de Fériol, comte de)	Fat puni (Le)	comédie	1	prose	f	t	1738-04-14
Pont-de-Veyle (Antoine de Fériol, comte de)	Somnambule (Le)	comédie	1	prose	f	f	
Portelance (Michel)	Antipater	tragédie	5	vers	f	f	1751-11-25
Pousset de Montauban (Jacques)	Panurge ou Les Aventures et le mariage de Panurge	comédie	5		f	t	
Pradon (Nicolas)	Germanicus	tragédie	5	vers	f	f	1694-12-28
Pradon (Nicolas)	Pyrame et Thisbé	comédie	5	vers	f	f	
Pradon (Nicolas)	Régulus	tragédie	5	vers	f	f	1688-01-04
Pradon (Nicolas)	Scipion l'Africain	tragédie	5	vers	f	f	1697-02-22
Pradon (Nicolas)	Tamerlan ou la mort de Bajazet	tragédie	5	vers	f	f	1706-08-04
Pradon (Nicolas)	Tarquin	tragédie	5	vers	f	f	
Procope-Couteaux (Michel)	Assemblée des comédiens (L')	prologue	1	""	t	f	1724-09-22
Péchantrés (Nicolas de)	Géta	tragédie	5	vers	f	f	1687-01-29
Péchantrés (Nicolas de)	Jugurtha, roi de Numidie	tragédie	5	vers	f	f	1692-12-17
Péchantrés (Nicolas de)	Mort de Néron (La)	tragédie	5	vers	f	f	1703-02-21
Quinault (Philippe)	Agrippa, roi d'Albe ou le Faux Tiberinus ou Tiberinus (titre alt.)	tragi-comédie	5	vers	f	f	
Quinault (Philippe)	Amalasonte	tragédie	5	vers	f	f	
Quinault (Philippe)	Amant indiscret ou le Maître étourdi (L')	comédie	5	vers	f	f	
Quinault (Philippe)	Astrate, roi de Tyr	tragédie	5	vers	f	f	
Quinault (Philippe)	Bellérophon	tragédie	5	vers	f	f	
Quinault (Philippe)	Coups de l'amour et de la fortune (Les)	tragi-comédie	5	vers	f	f	
Quinault (Philippe)	Mère coquette ou les Amants brouillés (La)	comédie	5	vers	f	f	
Racine (Jean)	Alexandre le Grand	tragédie	5	vers	f	f	
Racine (Jean)	Andromaque	tragédie	5	vers	f	f	
Racine (Jean)	Bajazet	tragédie	5	vers	f	f	
Racine (Jean)	Britannicus	tragédie	5	vers	f	f	
Racine (Jean)	Bérénice	tragédie	5	vers	f	f	
Racine (Jean)	Esther	tragédie	3	vers	t	t	1689-01-26
Racine (Jean)	Iphigénie ou Iphigénie en Aulide	tragédie	5	vers	f	f	
Racine (Jean)	Mithridate	tragédie	5	vers	f	f	
Racine (Jean)	Phèdre et Hippolyte ou Phèdre	tragédie	5	vers	f	f	
Racine (Jean)	Plaideurs (Les)	comédie	5	vers	f	f	
Racine (Jean)	Thébaïde ou les Frères ennemis (La)	tragédie	5	vers	f	f	
Racine (Jean), Moreau (Jean-Baptiste)	Athalie	tragédie	5	vers	f	t	1691-01-05
Raisin (Jacques)	Faux Gascon (Le)	comédie	1	prose	f	f	1688-05-28
Raisin (Jacques)	Niais de Sologne (Le)	comédie	1	prose	f	f	
Raisin (Jacques)	Petit homme de la foire (Le)	comédie	1	prose	f	f	1687-05-20
Raisin (Jean-Baptiste)	Merlin Gascon	comédie	1	prose	f	f	1690-10-07
Raucourt (Françoise-Marie-Antoinette-Josèphe Saucerotte dite Mademoiselle)	Henriette	drame	3	prose	f	f	1782-03-01
Regnard (Jean-François)	Bourgeois de Falaise (Le)	comédie	1	vers	f	t	1696-06-14
Regnard (Jean-François)	Critique du Légataire universel (La)	comédie	1	prose	f	f	1708-02-09
Regnard (Jean-François)	Distrait (Le)	comédie	5	vers	f	f	1697-12-02
Regnard (Jean-François)	Démocrite amoureux	comédie	5	vers	f	f	1700-01-12
Regnard (Jean-François)	Démocrite amoureux	comédie	5	vers	f	f	1700-01-12
Regnard (Jean-François)	Démocrite amoureux	comédie	5	vers	f	f	1700-01-12
Regnard (Jean-François)	Folies amoureuses (Les)	comédie	3	vers et vers libres	t	t	1704-01-15
Regnard (Jean-François)	Homme à bonnes fortunes (L')	comédie	3	prose	f	f	1690-01-10
Regnard (Jean-François)	Joueur (Le)	comédie	5	vers	f	f	1696-12-19
Regnard (Jean-François)	Légataire universel (Le)	comédie	5	vers	f	f	1708-01-09
Regnard (Jean-François)	Ménechmes ou les Jumeaux (Les)	comédie	5	vers et vers libres	t	f	1705-12-04
Regnard (Jean-François)	Retour imprévu (Le)	comédie	1	prose	f	f	1700-02-11
Regnard (Jean-François)	Sérénade (La)	comédie	1	prose	f	t	1694-07-03
Renou (Antoine)	Térée et Philomèle	tragédie	5	vers	f	f	1773-06-03
Renout (Jean-Julien-Constantin)	Caprice ou l'Épreuve dangereuse (Le)	comédie	3	prose	f	f	1762-06-28
Renout (Jean-Julien-Constantin)	Hercule	tragédie	5	vers	f	f	1757-02-28
Renout (Jean-Julien-Constantin)	Zélide ou l'Art d'aimer et l'art de plaire	comédie	1	vers libres	f	t	1755-06-26
Richer (Henri)	Sabinus et Éponine	tragédie	5	vers	f	f	1734-12-29
Richerolle d'Avallon	Astyanax	tragédie	5	vers	f	f	1789-02-07
Riouffé (Honoré)	Corneille aux Champs-Élysées	comédie	1	vers libres	f	f	1784-10-04
Riupeirous (Théodore de)	Hypermnestre	tragédie	5	vers	f	f	1704-02-13
Riupeirous (Théodore de)	Valérien	tragédie	5	vers	f	f	1690-11-22
Riupeirous (Théodore)	Agrippa ou la mort d'Auguste	tragédie	5	vers	f	f	1696-03-19
Riupeirous (Théodore)	Annibal	tragédie	5	vers	f	f	1688-11-05
Robbe, Jacques	Femme têtue ou le médecin hollandais (La)	comédie	1	vers	f	f	1685-10-09
Robbe, Jacques	Rapinière ou l'intéressé (La)	comédie	5	vers	f	f	
Robert	Fausses présomptions (Les)	comédie	5	vers	f	f	1789-08-12
Rochon de Chabannes (Marc-Antoine-Jacques)	Amants généreux (Les)	comédie	5	prose	f	f	1774-10-13
Rochon de Chabannes (Marc-Antoine-Jacques)	Amour français (L')	comédie	1	vers	f	f	1779-04-17
Rochon de Chabannes (Marc-Antoine-Jacques)	Heureusement	comédie	1	vers	f	f	1762-11-29
Rochon de Chabannes (Marc-Antoine-Jacques)	Hylas et Sylvie	pastorale	1	prose	f	f	1768-12-10
Rochon de Chabannes (Marc-Antoine-Jacques)	Jaloux (Le)	comédie	5	vers libres	f	f	
Rochon de Chabannes (Marc-Antoine-Jacques)	Manie des arts ou la Matinée à la mode (La)	comédie	1	prose	f	f	1763-06-01
Rochon de Chabannes (Marc-Antoine-Jacques)	Valets maîtres de la maison ou le Tour de carnaval (Les)	comédie	1	prose	f	f	1768-02-11
Ronsin (Charles-Philippe)	Louis XII, Père du peuple	tragédie	3	vers	f	f	1790-02-12
Rosimond (Claude Rose, sieur de)	Avocat sans étude (L')	comédie	1	vers	f	f	
Rosimond (Claude Rose, sieur de)	Dupe amoureuse (La)	comédie	1	vers	f	f	
Rotrou (Jean de)	Venceslas	tragédie	5	vers	f	f	
Rotrou (Jean de) ; Ussé (Louis II Bernin de Valentinay d')	Cosroès	tragédie	5	vers	f	f	
Rousseau (Jean-Baptiste)	Café (Le)	comédie	1	prose	f	f	1694-08-01
Rousseau (Jean-Baptiste)	Capricieux ou les Apparences trompeuses (Le)	comédie	5	vers	f	f	1700-12-17
Rousseau (Jean-Baptiste)	Flatteur (Le)	comédie	5	prose	f	f	1696-11-24
Rousseau (Jean-Jacques)	Narcisse ou l'Amant de lui-même	comédie	1	prose	f	f	1752-12-18
Rousseau (Jean-Jacques)	Pygmalion	scène lyrique	1	prose	f	t	1775-10-30
Rousseau (Pierre de Toulouse)	Rivale suivante (La)	comédie	1	vers	t	f	1747-08-03
Rousseau (Pierre, de Toulouse)	Méprises (Les)	comédie	1	vers libres	f	t	
Rousseau (Pierre, de Toulouse)	Ruse inutile (La)	comédie	1	vers libres	f	f	1749-10-06
Rousseau (Pierre-Joseph)	Méprises (Les)	comédie	1	vers libres	f	t	1754-04-25
Roy (Pierre-Charles) ; La Font (Joseph de)	Captifs (Les)	comédie	3	vers	t	t	1714-09-28
Sablier (Charles)	Suivante généreuse (La)	comédie		vers	f	f	1759-05-23
Saint-Chamond (Claire-Marie Mazarelli, marquise de)	Amants sans le savoir (Les)	comédie	3	prose	f	f	1771-07-06
Saint-Foix (Germain-François Poullain de)	Colonie (La)	comédie	3	prose	t	f	1749-10-25
Saint-Foix (Germain-François Poullain de)	Deucalion et Pirrha	comédie	1	prose	t	t	1741-02-20
Saint-Foix (Germain-François Poullain de)	Financier (Le)	comédie	1	prose	f	f	1761-07-20
Saint-Foix (Germain-François Poullain de)	Grâces (Les)	comédie	1	prose	f	t	1744-07-23
Saint-Foix (Germain-François Poullain de)	Hommes (Les)	comédie-ballet	1	prose	f	t	1753-06-27
Saint-Foix (Germain-François Poullain de)	Julie ou l'Heureuse épreuve	comédie	1	prose	f	f	1746-10-20
Saint-Foix (Germain-François Poullain de)	Oracle (L')	comédie	1	prose	f	t	1740-03-22
Saint-Foix (Germain-François Poullain de)	Pandore	comédie	1	vers	f	t	1721-10-21
Saint-Foix (Germain-François Poullain de)	Rival supposé (Le)	comédie	1	prose	f	f	1749-10-25
Saint-Foix (Germain-François Poullain de)	Égérie	comédie	1	prose	f	t	1747-09-09
Saint-Foix (Germain-François Poullain de)	Île sauvage (L')	comédie	3	prose	t	t	1743-07-08
Saint-Gilles Lenfant (de)	Ariarathe	tragédie	5	vers	f	f	1699-10-30
Saint-Glas (Pierre de, abbé de Saint-Ussans)	Bouts-rimés (Les)	comédie	1	prose	f	f	
Saint-Yon (pièce attribuée à Palaprat (Jean)	Mœurs du temps (Les) ou Les Façons du temps	comédie	5	prose	f	f	1685-12-13
Saurin (Bernard-Joseph)	Aménophis	tragédie	5	vers	f	f	1750-11-12
Saurin (Bernard-Joseph)	Beverlei	tragédie bourgeoise	5	vers libres	f	f	1768-05-07
Saurin (Bernard-Joseph)	Blanche et Guiscard	tragédie	5	vers	f	f	1763-09-26
Saurin (Bernard-Joseph)	Mœurs du temps (Les)	comédie	1	prose	f	t	1760-12-22
Saurin (Bernard-Joseph)	Orpheline léguée (L') ou L'Angloman(i)e	comédie	3	vers libres	f	f	1765-11-06
Saurin (Bernard-Joseph)	Spartacus	tragédie	5	vers	f	f	1760-02-20
Saurin (Bernard-Joseph)	Trois rivaux (Les)	comédie	5	vers	f	f	1743-02-04
Sauvigny	""	tragedie					
Sauvigny (Edme-Louis Billardon de)	Abdir	drame	4	vers	f	f	1785-01-26
Scarron (Paul)	Don Japhet d'Arménie	comédie	5	vers	f	t	
Scarron (Paul)	Héritier ridicule ou la Dame intéressée (L')	comédie	5	vers	f	f	
Scarron (Paul)	Jodelet, ou le Maître valet	comédie	5	vers	f	f	
Scarron (Paul)	Écolier de Salamanque ou les Généreux ennemis (L')	tragi-comédie	5	vers	f	f	
Sedaine (Michel-Jean)	Gageure imprévue (La)	comédie	1	prose	f	f	1768-05-27
Sedaine (Michel-Jean)	Philosophe sans le savoir (Le)	comédie	5	prose	f	f	1765-12-02
Sedaine (Michel-Jean)	Raymond V, comte de Toulouse ou le Troubadour	comédie héroïque	5	prose	f	f	1789-09-22
Sieur Florent Carton dit Dancourt	Les Vacances des procureurs	comédie					
Sieur Gilles de Caux de Montlebert et M. Charles-Jean-François Hénault dit le Président Hénault	Marius ou Marius à Cyrthe	tragédie					
Simon (Claude-François)	Confidences réciproques (Les)	comédie	1	vers libres	f	f	1747-08-03
Simon-Chauvot	Chirurgien de village (Le)	comédie	1	prose	f	f	1781-08-10
Simonet de Maisonneuve (Louis-Jean-Baptiste)	Faux insouciant (Le)	comédie	5	vers	f	f	1792-07-05
Simonet de Maisonneuve (Louis-Jean-Baptiste)	Odmard et Zulna	tragédie	5	vers	f	f	1788-01-02
Simonet de Maisonneuve (Louis-Jean-Baptiste)	Roxelane et Mustapha	tragédie	5	vers	f	f	1785-06-06
Subligny (Adrien-Thomas Perdou de)	Le Désespoir extravagant	comédie		0	f	f	
Séguineau (Mr) ; Pralard (René)	Aégiste	tragédie	5	vers	f	f	1721-11-18
Ségur (Joseph-Alexandre Pierre, vicomte de)	Dorval ou le Fou par amour	drame historique	1	vers	f	f	1791-01-29
Ségur (Joseph-Alexandre de)	Rosaline et Floricourt	comédie	3	vers libres	f	f	1787-11-17
Ségur (Joseph-Alexandre-Pierre, vicomte de)	Retour du mari (Le)	comédie	1	vers	f	f	1792-01-25
Thibouville (Henri Lambert d'Herbigny, marquis de)	Namir	tragédie	5	vers	f	f	1759-11-12
Tristan L'Hermite	Marianne (La)	tragédie	5	vers	f	f	
Tristan L'Hermite	Parasite (Le)	comédie	5	vers	f	f	
Tronchin (François)	Marie Stuart, reine d'Écosse	tragédie	5	vers	f	f	1734-05-03
Vadé (Jean-Joseph)	Visites du jour de l'an (Les)	comédie	1	vers libres	f	t	1749-01-03
Valois d'Orville (Adrien-Joseph de) ; Dubois	Souhaits pour le roi (Les)	comédie	1	vers libres	f	t	1745-08-30
Vaure (Jacques du) 	Le Faux savant ou l'Amant précepteur 	comédie	5	prose	f	f	1728-06-21
Vigée (Louis-Jean-Baptiste-Étienne)	Aveux difficiles (Les)	comédie	1	vers	f	f	1783-02-24
Vigée (Louis-Jean-Baptiste-Étienne)	Belle-mère ou les Dangers d'un second mariage (La)	comédie	5	vers	f	f	1788-07-24
Vigée (Louis-Jean-Baptiste-Étienne)	Entrevue (L')	comédie	1	vers	f	f	1788-12-06
Vigée (Louis-Jean-Baptiste-Étienne)	Fausse coquette (La)	comédie	3	vers	f	f	1784-11-06
Vigée (Louis-Jean-Baptiste-Étienne)	Matinée d'une jolie femme (La)	comédie	1	prose	f	f	1792-12-29
Vigée (Louis-Jean-Baptiste-Étienne)	Vivacité à l'épreuve (La)	comédie	3	vers	f	f	1793-07-05
Villemain d'Abancourt (François-Jean)	Bienfaisance de Voltaire (La)	pièces dramatique	1	vers	f	f	1791-05-30
Voiron	Apelle et Campaspe	drame héroïque	1	vers	f	t	1786-10-16
Voisenon (Claude-Henri de Fusée de)	Ombre de Molière (L')	prologue	1	vers	f	f	
Voisenon (Claude-Henri de Fusée de)	Retour de l'Ombre de Molière (Le)	comédie	1	vers	f	f	
Voisenon (Claude-Henri de Fusée de)	École du monde (L')	dialogue	1	vers	t	f	
Voltaire	Feythere	tragedie					
Voltaire (François-Marie Arouet dit )	Le Droit du seigneur	comédie	3	vers	f	f	1779-06-12
Voltaire (François-Marie Arouet dit)	Adélaïde du Guesclin	tragédie	5	vers	f	f	1734-01-18
Voltaire (François-Marie Arouet dit)	Agathocle	tragédie	5	vers	f	f	1779-05-31
Voltaire (François-Marie Arouet dit)	Alzire ou les Américains	tragédie	5	vers	f	f	1736-01-27
Voltaire (François-Marie Arouet dit)	Amélie ou le Duc de Foix ou Le Duc de Foix	tragédie	5	vers	f	f	1752-08-17
Voltaire (François-Marie Arouet dit)	Brutus	tragédie	5	vers	f	f	1730-12-11
Voltaire (François-Marie Arouet dit)	Café ou l'Écossaise (Le) ou L'Écossaire ou le Café	comédie	5	prose	f	f	1760-07-26
Voltaire (François-Marie Arouet dit)	Enfant prodigue ou L'École de la jeunesse (L')	comédie	5	vers	f	f	1736-10-10
Voltaire (François-Marie Arouet dit)	Fanatisme ou Mahomet le prophète (Le)	tragédie	5	vers	f	f	1742-08-09
Voltaire (François-Marie Arouet dit)	Hérode et Mariamne	tragédie	5	vers	f	f	1725-04-10
Voltaire (François-Marie Arouet dit)	Indiscret (L')	comédie	1	vers	f	f	1725-08-18
Voltaire (François-Marie Arouet dit)	Irène	tragédie	5	vers	f	f	1778-03-16
Voltaire (François-Marie Arouet dit)	Mort de César (La)	tragédie	3	vers	f	f	1743-08-29
Voltaire (François-Marie Arouet dit)	Mérope	tragédie	5	vers	f	f	1743-02-20
Voltaire (François-Marie Arouet dit)	Nanine ou le Préjugé vaincu	comédie	3	vers	f	f	1749-06-16
Voltaire (François-Marie Arouet dit)	Octave et le jeune Pompée ou le Triumvirat ou Les Triumvirs	tragédie	5	vers	f	f	1764-07-05
Voltaire (François-Marie Arouet dit)	Olympie	tragédie	5	vers	f	f	1764-03-17
Voltaire (François-Marie Arouet dit)	Oreste	tragédie	5	vers	f	f	1750-01-12
Voltaire (François-Marie Arouet dit)	Orphelin de la Chine (L')	tragédie	5	vers	f	f	1755-08-20
Voltaire (François-Marie Arouet dit)	Rome sauvée ou Catilina ou Rome Sauvée	tragédie	5	vers	f	f	1752-02-24
Voltaire (François-Marie Arouet dit)	Scythes (Les)	tragédie	5	vers	f	f	1767-03-26
Voltaire (François-Marie Arouet dit)	Sophonisbe	tragédie	5	vers	f	f	1774-01-15
Voltaire (François-Marie Arouet dit)	Sémiramis	tragédie	5	vers	f	f	1748-08-29
Voltaire (François-Marie Arouet dit)	Tancrède	tragédie	5	vers	f	f	1760-09-03
Voltaire (François-Marie Arouet dit)	Zaïre	tragédie	5	vers	f	f	1732-08-13
Voltaire (François-Marie Arouet dit)	Zulime	tragédie	5	vers	f	f	1740-06-08
Voltaire (François-Marie Arouet dit)	Écueil du sage (L')	comédie	5	vers	f	f	1762-01-18
Voltaire (François-Marie Arouet dit)	Œdipe	tragédie	5	vers	f	f	1718-11-18
Voltaire (François-Marie Arouet, dit)	Artémire	tragédie	5	vers	f	f	1720-02-15
Voltaire (François-Marie Arouet, dit)	Ériphile	tragédie	5	vers	f	f	1732-03-07
Ximénès (Augustin-Louis de)	Amalazonte	tragédie	5	vers	f	f	1754-05-30
Ximénès (Augustin-Louis de)	Épicaris ou la Mort de Néron	tragédie	5	vers	f	f	1753-01-02
Yon	Folie et l'Amour (La)	comédie	1	vers libres	f	t	1754-10-02
Yon	Métempsychose (La) ou La Métempsicose	comédie	3	vers libres	t	f	1752-05-16
unidentified	unidentified	unidentified					
	??						
	??						
	Agis						
	Au Proffit?						
	Au Proffit?						
	Au Proffit?						
	Au Proffit?						
	Chazette?						
	Chazette?						
	Chazette?						
	Chazette?						
	Crispin brulé						
	Democrite à la cour						
	Dezede?						
	Intermedes						
	Intermedes?						
	Intermèdes						
	La Coquette						
	La Coquette						
	La Coquette						
	La Coquette						
	La Coquette						
	La Coquette						
	La Fausse [...]						
	La [...] campagne						
	La [...] campagne						
	Le Jaloux						
	Le Jaloux						
	Le Jaloux						
	Le Jaloux						
	Le [...] de campagne						
	Le [...] de campagne						
	Les Agrements???						
	Les Agrements???						
	Les Intermèdes						
	Les Journalistes						
	Les Journalistes						
	Les Journalistes Anglois						
	Les Journalistes Anglois						
	Les Journalistes Anglois						
	Les Journalistes Anglois						
	Les Journalistes Anglois						
	Les Journalistes Anglois						
	Les Journalistes Anglois						
	Les Journalistes Anglois						
	Les Journalistes Anglois						
	Les Meprises						
	Les Meprises						
	Les Trois tuteurs						
	Les Trois tuteurs						
	Les Trois tuteurs						
	Les Trois tuteurs						
	Les Trois tuteurs						
	Les Trois tuteurs						
	Les Trois tuteurs						
	Les Trois tuteurs						
	Les Trois tuteurs						
	Les [...] de Crispin						
	Les physiciennes?						
	Les Épreuves						
	L’Oestre						
	Molière à la nouvelle salle						
	Molière à la nouvelle salle						
	Philoctete						
	Philoctete						
	Philoctete						
	Philoctete						
	Philoctete						
	Philoctete						
	Philoctete						
	Philoctète						
	Philoctète						
	Philoctète						
	Philoctète						
	[...] Verneuil						
	crispin brûlé?						
